No,Name,Call Sign
01,CQCQCQ,CQCQCQ
02,Info,       I
03,Unlink,       U
04,Echo,       E
05,UA 257A,XLX257AL
06,UA 257D,XLX257DL
07,UA 257B,XLX257BL
08,UA 257E,XLX257EL
09,UA 255A,XLX255AL
10,UA 257F,XLX257FL
11,UA 257C,XLX257CL
12,UA 255B,XLX255BL
13,UA 255E,XLX255EL
14,UA 255F,XLX255FL
15,UA 255C,XLX255CL
16,UA 255Z,XLX255ZL
17,UA 257Z,XLX257ZL
18,UA 255D,XLX255DL
