No,Name,Call Sign
01,CQCQCQ,CQCQCQ
02,Info,       I
03,Unlink,       U
04,Echo,       E
05,Mexico 077D,XLX077DL
06,Mexico 455D,XLX455DL
07,Mexico 077B,XLX077BL
08,Mexico 077A,XLX077AL
09,Mexico 077C,XLX077CL
10,Mexico 077R,XLX077RL
