No,Name,Call Sign
01,CQCQCQ,CQCQCQ
02,Info,       I
03,Unlink,       U
04,Echo,       E
05,Philippines 998C,XLX998CL
06,Philippines PHLB,XLXPHLBL
07,Philippines 998H,XLX998HL
08,Philippines 408A,XLX408AL
