No,Name,Call Sign
01,CQCQCQ,CQCQCQ
02,Info,       I
03,Unlink,       U
04,Echo,       E
05,Hungary 125H,XLX125HL
06,Hungary 125B,XLX125BL
07,Hungary 125A,XLX125AL
