No,Name,Call Sign
01,CQCQCQ,CQCQCQ
02,Info,       I
03,Unlink,       U
04,Echo,       E
05,IE 049D,XLX049DL
06,IE 049A,XLX049AL
07,IE 049I,XLX049IL
08,IE 550I,XLX550IL
