No,Name,Call Sign
01,CQCQCQ,CQCQCQ
02,Info,       I
03,Unlink,       U
04,Echo,       E
05,Greece 737C,XLX737CL
06,Greece 737B,XLX737BL
07,Greece 737D,XLX737DL
08,Greece 737A,XLX737AL
09,Greece 737G,XLX737GL
10,Greece 737F,XLX737FL
