No,Name,Call Sign
01,CQCQCQ,CQCQCQ
02,Info,       I
03,Unlink,       U
04,Echo,       E
05,Brazil 724C,XLX724CL
06,Brazil 724D,XLX724DL
07,Brazil 017D,XLX017DL
08,Brazil 017C,XLX017CL
09,Brazil 724A,XLX724AL
10,Brazil 724B,XLX724BL
11,Brazil 017A,XLX017AL
