No,Name,Call Sign
01,CQCQCQ,CQCQCQ
02,Info,       I
03,Unlink,       U
04,Echo,       E
05,Romania 227B,XLX227BL
06,Romania 227F,XLX227FL
07,Romania 227A,XLX227AL
08,Romania 227R,XLX227RL
09,Romania 227E,XLX227EL
10,Romania 227M,XLX227ML
11,Romania 227Q,XLX227QL
12,Romania 227C,XLX227CL
13,Romania 227L,XLX227LL
14,Romania 227D,XLX227DL
